Source,Target,Weight,Type
John_7,John_9,2,undirected
John_8,John_13,3,undirected
John_8,John_16,2,undirected
John_8,John_5,6,undirected
John_8,John_6,1,undirected
John_8,John_7,3,undirected
John_9,John_4,3,undirected
John_9,John_6,1,undirected
John_9,John_7,2,undirected
Jude_1,1_Peter_1,1,undirected
Jude_1,1_Timothy_6,3,undirected
Jude_1,2_Peter_3,2,undirected
Jude_1,Acts_13,1,undirected
Luke_1,Acts_7,2,undirected
Luke_1,Luke_2,6,undirected
Luke_1,Luke_7,2,undirected
Luke_10,Luke_11,1,undirected
Luke_10,Luke_13,1,undirected
Luke_10,Luke_14,3,undirected
Luke_10,Luke_16,5,undirected
Luke_10,Luke_17,2,undirected
Luke_10,Luke_9,2,undirected
Luke_11,Luke_10,1,undirected
Luke_11,Luke_12,1,undirected
Luke_11,Luke_13,4,undirected
Luke_11,Luke_17,1,undirected
Luke_11,Luke_22,2,undirected
Luke_11,Luke_6,3,undirected
Luke_11,Matthew_25,1,undirected
Luke_11,Matthew_6,2,undirected
Luke_11,Matthew_7,1,undirected
Luke_12,Luke_11,1,undirected
Luke_12,Matthew_10,6,undirected
Luke_12,Matthew_18,3,undirected
Luke_12,Matthew_24,4,undirected
Luke_13,Luke_10,1,undirected
Luke_13,Luke_11,4,undirected
Luke_13,Luke_7,4,undirected
Luke_13,Matthew_11,1,undirected
Luke_14,Luke_10,3,undirected
Luke_14,Luke_15,2,undirected
Luke_14,Luke_19,1,undirected
Luke_15,Luke_14,2,undirected
Luke_15,Luke_8,2,undirected
Luke_15,Luke_9,1,undirected
Luke_15,Matthew_25,2,undirected
Luke_15,Matthew_27,3,undirected
Luke_16,Luke_10,5,undirected
Luke_16,Luke_7,6,undirected
Luke_16,Matthew_15,1,undirected
Luke_17,Luke_10,2,undirected
Luke_17,Luke_11,1,undirected
Luke_17,Matthew_12,3,undirected
Luke_18,Luke_8,2,undirected
Luke_18,Mark_10,6,undirected
Luke_18,Matthew_19,1,undirected
Luke_18,Matthew_26,1,undirected
Luke_19,Acts_10,2,undirected
Luke_19,Luke_14,1,undirected
Luke_19,Luke_23,1,undirected
Luke_19,Luke_5,2,undirected
Luke_19,Luke_8,3,undirected
Luke_2,Acts_13,1,undirected
Luke_2,Luke_1,6,undirected
Luke_2,Luke_24,3,undirected
Luke_2,Luke_4,4,undirected
Luke_20,Luke_23,1,undirected
Luke_20,Mark_12,6,undirected
Luke_20,Matthew_21,3,undirected
Luke_21,Hebrews_11,1,undirected
Luke_21,Mark_13,5,undirected
Luke_21,Matthew_24,3,undirected
Luke_22,Luke_11,2,undirected
Luke_22,Luke_8,1,undirected
Luke_22,Mark_14,4,undirected
Luke_22,Matthew_26,5,undirected
Luke_23,Acts_9,5,undirected
Luke_23,Luke_19,1,undirected
Luke_23,Luke_20,1,undirected
Luke_23,Luke_3,1,undirected
Luke_23,Mark_15,3,undirected
Luke_23,Matthew_27,3,undirected
Luke_24,Acts_13,2,undirected
Luke_24,Luke_2,3,undirected
Luke_24,Luke_5,1,undirected
Luke_3,Acts_1,2,undirected
Luke_3,Acts_25,3,undirected
Luke_3,Luke_23,1,undirected
Luke_3,Matthew_3,3,undirected
Luke_4,Luke_2,4,undirected
Luke_4,Luke_5,1,undirected
Luke_4,Mark_1,3,undirected
Luke_5,Hebrews_8,1,undirected
Luke_5,Luke_19,2,undirected
Luke_5,Luke_24,1,undirected
Luke_5,Luke_4,1,undirected
Luke_5,Luke_8,2,undirected
Luke_5,Mark_2,3,undirected
Luke_5,Matthew_14,3,undirected
Luke_5,Matthew_17,3,undirected
Luke_6,Luke_11,3,undirected
Luke_6,Mark_6,4,undirected
Luke_6,Matthew_10,1,undirected
Luke_6,Matthew_12,5,undirected
Luke_6,Matthew_23,3,undirected
Luke_6,Matthew_5,3,undirected
Luke_6,Matthew_7,4,undirected
Luke_6,Revelation_2,1,undirected
Luke_7,Luke_1,2,undirected
Luke_7,Luke_13,4,undirected
Luke_7,Luke_16,6,undirected
Luke_7,Luke_8,1,undirected
Luke_7,Matthew_11,3,undirected
Luke_7,Matthew_22,2,undirected
Luke_7,Matthew_3,2,undirected
Luke_8,2_John_1,1,undirected
Luke_8,John_4,2,undirected
Luke_8,Luke_15,2,undirected
Luke_8,Luke_18,2,undirected
Luke_8,Luke_19,3,undirected
Luke_8,Luke_22,1,undirected
Luke_8,Luke_5,2,undirected
Luke_8,Luke_7,1,undirected
Luke_8,Luke_9,3,undirected
Luke_8,Mark_1,1,undirected
Luke_8,Mark_12,2,undirected
Luke_8,Mark_4,1,undirected
Luke_8,Mark_5,2,undirected
Luke_8,Mark_7,1,undirected
Luke_8,Matthew_12,2,undirected
Luke_8,Matthew_13,3,undirected
Luke_8,Matthew_14,6,undirected
Luke_8,Matthew_15,2,undirected
Luke_8,Matthew_16,1,undirected
Luke_8,Matthew_22,3,undirected
Luke_8,Matthew_27,4,undirected
Luke_9,Acts_10,1,undirected
Luke_9,Acts_7,2,undirected
Luke_9,Luke_10,2,undirected
Luke_9,Luke_15,1,undirected
Luke_9,Luke_8,3,undirected
Luke_9,Mark_6,5,undirected
Luke_9,Mark_9,3,undirected
Luke_9,Matthew_14,1,undirected
Mark_1,Luke_4,3,undirected
Mark_1,Luke_8,1,undirected
Mark_1,Mark_5,6,undirected
Mark_1,Matthew_27,2,undirected
Mark_10,Luke_18,6,undirected
Mark_10,Matthew_19,3,undirected
Mark_10,Matthew_20,5,undirected
Mark_10,Matthew_26,1,undirected
Mark_11,John_20,1,undirected
Mark_11,Mark_6,2,undirected
Mark_11,Matthew_21,6,undirected
Mark_12,Luke_20,6,undirected
Mark_12,Luke_8,2,undirected
Mark_12,Matthew_27,1,undirected
Mark_13,Luke_21,5,undirected
Mark_13,Matthew_10,3,undirected
Mark_13,Matthew_24,6,undirected
Mark_14,Luke_22,4,undirected
Mark_14,Mark_15,1,undirected
Mark_14,Mark_9,2,undirected
Mark_14,Matthew_26,6,undirected
Mark_14,Matthew_27,1,undirected
Mark_15,Luke_23,3,undirected
Mark_15,Mark_14,1,undirected
Mark_15,Matthew_27,6,undirected
Mark_16,Acts_1,1,undirected
Mark_16,Acts_13,3,undirected
Mark_16,Acts_18,2,undirected
Mark_2,Luke_5,3,undirected
Mark_2,Matthew_4,1,undirected
Mark_2,Matthew_9,2,undirected
Mark_3,Mark_5,3,undirected
Mark_3,Mark_7,2,undirected
Mark_3,Matthew_27,1,undirected
Mark_4,Luke_8,1,undirected
Mark_4,Mark_6,3,undirected
Mark_4,Matthew_13,3,undirected
Mark_5,John_1,1,undirected
Mark_5,Luke_8,2,undirected
Mark_5,Mark_1,6,undirected
Mark_5,Mark_3,3,undirected
Mark_5,Mark_7,2,undirected
Mark_5,Matthew_14,1,undirected
Mark_6,Acts_4,1,undirected
Mark_6,Hebrews_8,3,undirected
Mark_6,Luke_6,4,undirected
Mark_6,Luke_9,5,undirected
Mark_6,Mark_11,2,undirected
Mark_6,Mark_4,3,undirected
Mark_6,Mark_8,3,undirected
Mark_6,Mark_9,1,undirected
Mark_6,Matthew_14,4,undirected
Mark_6,Matthew_21,2,undirected
Mark_7,Luke_8,1,undirected
Mark_7,Mark_3,2,undirected
Mark_7,Mark_5,2,undirected
Mark_7,Matthew_15,4,undirected
Mark_8,Mark_6,3,undirected
Mark_8,Matthew_14,2,undirected
Mark_8,Matthew_22,2,undirected
Mark_9,Luke_9,3,undirected
Mark_9,Mark_14,2,undirected
Mark_9,Mark_6,1,undirected
Matthew_1,2_Peter_2,1,undirected
Matthew_1,Acts_12,2,undirected
Matthew_1,Matthew_2,3,undirected
Matthew_10,1_Corinthians_4,3,undirected
Matthew_10,Luke_12,6,undirected
Matthew_10,Luke_6,1,undirected
Matthew_10,Mark_13,3,undirected
Matthew_10,Matthew_18,1,undirected
Matthew_10,Matthew_23,1,undirected
Matthew_10,Matthew_5,1,undirected
Matthew_11,Luke_13,1,undirected
Matthew_11,Luke_7,3,undirected
Matthew_11,Matthew_12,2,undirected
Matthew_12,Luke_17,3,undirected
Matthew_12,Luke_6,5,undirected
Matthew_12,Luke_8,2,undirected
Matthew_12,Matthew_11,2,undirected
Matthew_12,Matthew_13,1,undirected
Matthew_12,Revelation_2,2,undirected
Matthew_13,John_17,2,undirected
Matthew_13,Luke_8,3,undirected
Matthew_13,Mark_4,3,undirected
Matthew_13,Matthew_12,1,undirected
Matthew_13,Matthew_25,3,undirected
Matthew_13,Matthew_27,2,undirected
Matthew_14,Luke_5,3,undirected
Matthew_14,Luke_8,6,undirected
Matthew_14,Luke_9,1,undirected
Matthew_14,Mark_5,1,undirected
Matthew_14,Mark_6,4,undirected
Matthew_14,Mark_8,2,undirected
Matthew_14,Matthew_15,3,undirected
Matthew_14,Matthew_2,2,undirected
Matthew_14,Matthew_27,3,undirected
Matthew_14,Matthew_4,3,undirected
Matthew_14,Matthew_8,2,undirected
Matthew_15,Luke_16,1,undirected
Matthew_15,Luke_8,2,undirected
Matthew_15,Mark_7,4,undirected
Matthew_15,Matthew_14,3,undirected
Matthew_15,Matthew_16,3,undirected
Matthew_15,Matthew_17,1,undirected
Matthew_15,Matthew_19,2,undirected
Matthew_15,Matthew_20,2,undirected
Matthew_16,Luke_8,1,undirected
Matthew_16,Matthew_15,3,undirected
Matthew_16,Matthew_22,2,undirected
Matthew_17,Luke_5,3,undirected
Matthew_17,Matthew_15,1,undirected
Matthew_17,Matthew_9,6,undirected
Matthew_18,Luke_12,3,undirected
Matthew_18,Matthew_10,1,undirected
Matthew_18,Matthew_22,2,undirected
Matthew_19,Luke_18,1,undirected
Matthew_19,Mark_10,3,undirected
Matthew_19,Matthew_15,2,undirected
Matthew_2,Acts_18,3,undirected
Matthew_2,Hebrews_1,2,undirected
Matthew_2,Hebrews_10,1,undirected
Matthew_2,Hebrews_2,1,undirected
Matthew_2,Matthew_1,3,undirected
Matthew_2,Matthew_14,2,undirected
Matthew_2,Matthew_4,1,undirected
Matthew_20,Mark_10,5,undirected
Matthew_20,Matthew_15,2,undirected
Matthew_20,Matthew_26,1,undirected
Matthew_21,Luke_20,3,undirected
Matthew_21,Mark_11,6,undirected
Matthew_21,Mark_6,2,undirected
Matthew_22,Luke_7,2,undirected
Matthew_22,Luke_8,3,undirected
Matthew_22,Mark_8,2,undirected
Matthew_22,Matthew_16,2,undirected
Matthew_22,Matthew_18,2,undirected
Matthew_23,Luke_6,3,undirected
Matthew_23,Matthew_10,1,undirected
Matthew_23,Matthew_24,2,undirected
Matthew_23,Matthew_5,2,undirected
Matthew_23,Matthew_6,3,undirected
Matthew_24,Luke_12,4,undirected
Matthew_24,Luke_21,3,undirected
Matthew_24,Mark_13,6,undirected
Matthew_24,Matthew_23,2,undirected
Matthew_25,2_Timothy_4,3,undirected
Matthew_25,Luke_11,1,undirected
Matthew_25,Luke_15,2,undirected
Matthew_25,Matthew_13,3,undirected
Matthew_26,Luke_18,1,undirected
Matthew_26,Luke_22,5,undirected
Matthew_26,Mark_10,1,undirected
Matthew_26,Mark_14,6,undirected
Matthew_26,Matthew_20,1,undirected
Matthew_26,Matthew_27,1,undirected
Matthew_27,Acts_12,2,undirected
Matthew_27,Acts_25,3,undirected
Matthew_27,Acts_3,3,undirected
Matthew_27,Hebrews_2,2,undirected
Matthew_27,John_19,1,undirected
Matthew_27,Luke_15,3,undirected
Matthew_27,Luke_23,3,undirected
Matthew_27,Luke_8,4,undirected
Matthew_27,Mark_1,2,undirected
Matthew_27,Mark_12,1,undirected
Matthew_27,Mark_14,1,undirected
Matthew_27,Mark_15,6,undirected
Matthew_27,Mark_3,1,undirected
Matthew_27,Matthew_13,2,undirected
Matthew_27,Matthew_14,3,undirected
Matthew_27,Matthew_26,1,undirected
Matthew_27,Matthew_28,1,undirected
Matthew_28,Acts_20,3,undirected
Matthew_28,Matthew_27,1,undirected
Matthew_28,Matthew_9,2,undirected
Matthew_3,Acts_12,1,undirected
Matthew_3,Luke_3,3,undirected
Matthew_3,Luke_7,2,undirected
Matthew_4,Mark_2,1,undirected
Matthew_4,Matthew_14,3,undirected
Matthew_4,Matthew_2,1,undirected
Matthew_4,Matthew_8,2,undirected
Matthew_4,Matthew_9,3,undirected
Matthew_5,Luke_6,3,undirected
Matthew_5,Matthew_10,1,undirected
Matthew_5,Matthew_23,2,undirected
Matthew_5,Matthew_6,1,undirected
Matthew_6,Luke_11,2,undirected
Matthew_6,Matthew_23,3,undirected
Matthew_6,Matthew_5,1,undirected
Matthew_7,Luke_11,1,undirected
Matthew_7,Luke_6,4,undirected
Matthew_7,Revelation_11,2,undirected
Matthew_8,Matthew_14,2,undirected
Matthew_8,Matthew_4,2,undirected
Matthew_8,Matthew_9,5,undirected
Matthew_9,Mark_2,2,undirected
Matthew_9,Matthew_17,6,undirected
Matthew_9,Matthew_28,2,undirected
Matthew_9,Matthew_4,3,undirected
Matthew_9,Matthew_8,5,undirected
Philemon_1,1_Timothy_1,2,undirected
Philemon_1,1_Timothy_6,1,undirected
Philemon_1,Philippians_1,3,undirected
Philippians_1,1_Corinthians_1,3,undirected
Philippians_1,1_Peter_1,4,undirected
Philippians_1,1_Peter_3,3,undirected
Philippians_1,Philemon_1,3,undirected
Philippians_1,Philippians_2,3,undirected
Philippians_2,1_Corinthians_16,2,undirected
Philippians_2,1_Peter_3,3,undirected
Philippians_2,1_Peter_5,2,undirected
Philippians_2,2_Corinthians_13,1,undirected
Philippians_2,Philippians_1,3,undirected
Philippians_2,Philippians_4,3,undirected
Philippians_3,1_Corinthians_15,3,undirected
Philippians_3,1_Peter_1,2,undirected
Philippians_3,2_Peter_1,1,undirected
Philippians_4,1_Timothy_6,3,undirected
Philippians_4,Ephesians_4,1,undirected
Philippians_4,Philippians_2,3,undirected
Revelation_1,1_John_1,2,undirected
Revelation_1,Revelation_19,3,undirected
Revelation_1,Revelation_22,1,undirected
Revelation_1,Revelation_6,2,undirected
Revelation_10,2_Timothy_4,1,undirected
Revelation_10,Revelation_13,2,undirected
Revelation_10,Revelation_14,2,undirected
Revelation_10,Revelation_5,3,undirected
Revelation_11,Hebrews_8,2,undirected
Revelation_11,Matthew_7,2,undirected
Revelation_11,Revelation_14,2,undirected
Revelation_11,Revelation_20,3,undirected
Revelation_11,Revelation_5,3,undirected
Revelation_11,Revelation_7,1,undirected
Revelation_12,Revelation_14,1,undirected
Revelation_12,Revelation_16,5,undirected
Revelation_12,Revelation_20,1,undirected
Revelation_12,Revelation_21,3,undirected
Revelation_13,Revelation_10,2,undirected
Revelation_13,Revelation_14,4,undirected
Revelation_13,Revelation_19,2,undirected
Revelation_14,Revelation_10,2,undirected
Revelation_14,Revelation_11,2,undirected
Revelation_14,Revelation_12,1,undirected
Revelation_14,Revelation_13,4,undirected
Revelation_14,Revelation_16,1,undirected
Revelation_14,Revelation_17,1,undirected
Revelation_14,Revelation_19,5,undirected
Revelation_14,Revelation_21,2,undirected
Revelation_14,Revelation_22,1,undirected
Revelation_14,Revelation_3,1,undirected
Revelation_14,Revelation_4,2,undirected
Revelation_14,Revelation_5,6,undirected
Revelation_14,Revelation_7,2,undirected
Revelation_15,Revelation_16,3,undirected
Revelation_15,Revelation_4,1,undirected
Revelation_15,Revelation_5,2,undirected
Revelation_16,Revelation_12,5,undirected
Revelation_16,Revelation_14,1,undirected
Revelation_16,Revelation_15,3,undirected
Revelation_16,Revelation_20,3,undirected
Revelation_16,Revelation_6,2,undirected
Revelation_16,Revelation_8,6,undirected
Revelation_17,Revelation_14,1,undirected
Revelation_17,Revelation_18,2,undirected
Revelation_17,Revelation_21,6,undirected
Revelation_17,Revelation_5,4,undirected
Revelation_18,Revelation_17,2,undirected
Revelation_18,Revelation_21,3,undirected
Revelation_18,Revelation_6,1,undirected
Revelation_19,Revelation_1,3,undirected
Revelation_19,Revelation_13,2,undirected
Revelation_19,Revelation_14,5,undirected
Revelation_19,Revelation_22,4,undirected
Revelation_19,Revelation_4,1,undirected
Revelation_19,Revelation_5,2,undirected
Revelation_2,Luke_6,1,undirected
Revelation_2,Matthew_12,2,undirected
Revelation_2,Revelation_3,6,undirected
Revelation_20,Revelation_11,3,undirected
Revelation_20,Revelation_12,1,undirected
Revelation_20,Revelation_16,3,undirected
Revelation_20,Revelation_6,1,undirected
Revelation_20,Revelation_9,1,undirected
Revelation_21,Revelation_12,3,undirected
Revelation_21,Revelation_14,2,undirected
Revelation_21,Revelation_17,6,undirected
Revelation_21,Revelation_18,3,undirected
Revelation_21,Revelation_22,2,undirected
Revelation_22,James_5,1,undirected
Revelation_22,Revelation_1,1,undirected
Revelation_22,Revelation_14,1,undirected
Revelation_22,Revelation_19,4,undirected
Revelation_22,Revelation_21,2,undirected
Revelation_3,Revelation_14,1,undirected
Revelation_3,Revelation_2,6,undirected
Revelation_3,Revelation_5,2,undirected
Revelation_4,2_Corinthians_6,2,undirected
Revelation_4,Revelation_14,2,undirected
Revelation_4,Revelation_15,1,undirected
Revelation_4,Revelation_19,1,undirected
Revelation_4,Revelation_5,4,undirected
Revelation_5,Revelation_10,3,undirected
Revelation_5,Revelation_11,3,undirected
Revelation_5,Revelation_14,6,undirected
Revelation_5,Revelation_15,2,undirected
Revelation_5,Revelation_17,4,undirected
Revelation_5,Revelation_19,2,undirected
Revelation_5,Revelation_3,2,undirected
Revelation_5,Revelation_4,4,undirected
Revelation_5,Revelation_7,3,undirected
Revelation_5,Revelation_8,1,undirected
Revelation_6,James_5,3,undirected
Revelation_6,Revelation_1,2,undirected
Revelation_6,Revelation_16,2,undirected
Revelation_6,Revelation_18,1,undirected
Revelation_6,Revelation_20,1,undirected
Revelation_6,Revelation_8,5,undirected
Revelation_6,Revelation_9,2,undirected
Revelation_7,Revelation_11,1,undirected
Revelation_7,Revelation_14,2,undirected
Revelation_7,Revelation_5,3,undirected
Revelation_8,Acts_6,2,undirected
Revelation_8,Revelation_16,6,undirected
Revelation_8,Revelation_5,1,undirected
Revelation_8,Revelation_6,5,undirected
Revelation_8,Revelation_9,3,undirected
Revelation_9,Revelation_20,1,undirected
Revelation_9,Revelation_6,2,undirected
Revelation_9,Revelation_8,3,undirected
Romans_1,1_Corinthians_1,1,undirected
Romans_1,1_Peter_3,3,undirected
Romans_1,Colossians_1,3,undirected
Romans_1,Ephesians_2,4,undirected
Romans_1,Romans_15,1,undirected
Romans_10,1_Corinthians_15,2,undirected
Romans_10,Romans_3,1,undirected
Romans_10,Romans_4,3,undirected
Romans_11,1_Corinthians_15,3,undirected
Romans_11,Acts_17,1,undirected
Romans_11,James_2,2,undirected
Romans_12,1_Peter_5,3,undirected
Romans_12,Ephesians_4,1,undirected
Romans_12,Hebrews_13,2,undirected
Romans_13,James_2,2,undirected
Romans_13,Romans_2,1,undirected
Romans_13,Romans_4,3,undirected
Romans_13,Romans_7,1,undirected
Romans_14,1_Corinthians_15,1,undirected
Romans_14,1_Peter_3,2,undirected
Romans_14,Romans_2,3,undirected
Romans_15,1_Peter_3,2,undirected
Romans_15,Ephesians_4,3,undirected
Romans_15,Romans_1,1,undirected
Romans_16,1_Timothy_6,2,undirected
Romans_16,2_Peter_2,3,undirected
Romans_16,2_Peter_3,1,undirected
Romans_16,Colossians_4,1,undirected
Romans_2,1_Corinthians_12,2,undirected
Romans_2,2_Corinthians_4,2,undirected
Romans_2,3_John_1,3,undirected
Romans_2,Colossians_3,2,undirected
Romans_2,Hebrews_11,1,undirected
Romans_2,Hebrews_9,3,undirected
Romans_2,James_3,2,undirected
Romans_2,Romans_13,1,undirected
Romans_2,Romans_14,3,undirected
Romans_2,Romans_3,5,undirected
Romans_2,Romans_4,2,undirected
Romans_2,Romans_7,2,undirected
Romans_3,2_Corinthians_4,3,undirected
Romans_3,2_Peter_2,1,undirected
Romans_3,Galatians_3,3,undirected
Romans_3,Hebrews_11,2,undirected
Romans_3,Romans_10,1,undirected
Romans_3,Romans_2,5,undirected
Romans_4,1_Peter_2,1,undirected
Romans_4,2_Corinthians_3,2,undirected
Romans_4,Hebrews_9,3,undirected
Romans_4,Romans_10,3,undirected
Romans_4,Romans_13,3,undirected
Romans_4,Romans_2,2,undirected
Romans_4,Romans_9,3,undirected
Romans_5,1_Peter_3,2,undirected
Romans_5,2_Corinthians_5,2,undirected
Romans_5,2_Timothy_2,3,undirected
Romans_5,Ephesians_2,1,undirected
Romans_6,2_Corinthians_8,1,undirected
Romans_6,2_Corinthians_9,2,undirected
Romans_6,James_1,3,undirected
Romans_7,Galatians_2,3,undirected
Romans_7,Romans_13,1,undirected
Romans_7,Romans_2,2,undirected
Romans_8,1_Corinthians_15,1,undirected
Romans_8,1_Corinthians_2,2,undirected
Romans_8,1_Peter_4,3,undirected
Romans_8,2_Corinthians_4,2,undirected
Romans_9,2_Corinthians_11,1,undirected
Romans_9,Hebrews_11,2,undirected
Romans_9,Romans_4,3,undirected
Titus_1,1_Timothy_1,3,undirected
Titus_1,1_Timothy_3,6,undirected
Titus_1,2_John_1,3,undirected
Titus_1,3_John_1,1,undirected
Titus_1,Titus_2,4,undirected
Titus_1,Titus_3,1,undirected
Titus_2,1_John_1,3,undirected
Titus_2,1_Timothy_3,2,undirected
Titus_2,1_Timothy_6,1,undirected
Titus_2,Titus_1,4,undirected
Titus_2,Titus_3,3,undirected
Titus_3,1_Peter_3,2,undirected
Titus_3,1_Timothy_4,3,undirected
Titus_3,2_John_1,2,undirected
Titus_3,2_Timothy_3,3,undirected
Titus_3,Titus_1,1,undirected
Titus_3,Titus_2,3,undirected
